continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,unit_of_wage,full_time_position,wage_range
Europe,Doctorate,Y,N,3388,1999,Northeast,Year,Y,< 50000
Asia,Master's,Y,N,3149,1989,Midwest,Year,Y,< 50000
North America,Master's,N,N,953,2007,Northeast,Hour,Y,50000-100000
North America,Master's,Y,N,5876,1948,Northeast,Year,Y,50000-100000
Asia,Bachelor's,Y,N,1989,1865,West,Hour,Y,> 100000
Asia,Master's,N,N,741,1998,South,Year,Y,< 50000
North America,Master's,Y,N,2384,1953,South,Year,Y,< 50000
Asia,Master's,Y,N,42014,1992,Midwest,Year,N,> 100000
North America,Bachelor's,Y,N,3127,1997,Northeast,Year,Y,> 100000
Asia,Master's,N,N,111654,2012,Northeast,Hour,Y,> 100000
Asia,Master's,Y,N,1718,1854,South,Year,Y,> 100000
Asia,High School,N,N,813,2001,West,Year,Y,50000-100000
Asia,Bachelor's,Y,N,1229,1996,Northeast,Year,Y,> 100000
Asia,Master's,N,N,2294,1984,South,Year,Y,50000-100000
Europe,Doctorate,Y,N,1002,1976,South,Year,Y,< 50000
Asia,Bachelor's,N,N,1897,1997,South,Year,Y,< 50000
Asia,Bachelor's,N,N,2319,2010,West,Year,N,< 50000
Asia,Bachelor's,Y,N,575,1999,West,Year,Y,< 50000
Asia,Bachelor's,N,N,5210,1976,South,Year,N,> 100000
Asia,Bachelor's,Y,N,3258,1999,West,Year,Y,< 50000
Asia,Bachelor's,Y,N,2433,1998,South,Year,N,> 100000
Asia,High School,N,N,751,2005,Island,Year,Y,> 100000
Asia,High School,N,Y,1139,1892,South,Year,Y,50000-100000
Europe,Doctorate,Y,Y,5827,1989,Northeast,Year,Y,50000-100000
Asia,Bachelor's,N,N,1778,1983,South,Year,Y,> 100000
Asia,Master's,Y,N,4513,1986,South,Year,N,50000-100000
North America,Doctorate,Y,N,2849,1997,Midwest,Year,Y,> 100000
Asia,Master's,Y,N,1776,1985,Midwest,Year,Y,50000-100000
Asia,High School,Y,N,3433,1998,Midwest,Year,Y,> 100000
Asia,Bachelor's,N,N,1713,2005,Northeast,Hour,Y,> 100000
Asia,Bachelor's,Y,N,1093,2013,South,Year,Y,> 100000
Asia,High School,Y,N,2539,1946,Midwest,Year,Y,> 100000
Africa,Bachelor's,N,N,913,1954,South,Year,N,> 100000
Europe,Doctorate,N,N,22195,1986,West,Year,Y,50000-100000
North America,Bachelor's,N,N,3665,1998,Midwest,Week,Y,< 50000
Asia,Doctorate,Y,N,3077,1999,Northeast,Year,Y,50000-100000
Asia,Bachelor's,N,N,1297,2010,Northeast,Year,Y,> 100000
Asia,High School,Y,N,2769,2012,West,Week,Y,< 50000
Asia,Master's,Y,N,1086,1971,South,Year,N,50000-100000
Asia,Bachelor's,Y,N,78,1963,South,Hour,Y,50000-100000
Asia,High School,N,Y,1152,2015,Midwest,Year,Y,> 100000
Asia,Bachelor's,Y,N,875,1996,Northeast,Year,Y,< 50000
Asia,Master's,N,N,907,2006,Northeast,Year,Y,> 100000
Asia,Bachelor's,N,N,2206,1940,West,Year,Y,> 100000
Asia,Master's,Y,N,2447,1980,West,Year,Y,< 50000
North America,Bachelor's,Y,N,816,2005,West,Year,Y,50000-100000
Asia,Bachelor's,Y,N,159,2006,West,Year,Y,50000-100000
Asia,Master's,Y,N,169,1987,Northeast,Year,Y,< 50000
North America,Master's,Y,N,1207,1953,Northeast,Year,N,50000-100000
Asia,Master's,N,N,2527,1958,South,Hour,Y,> 100000
Africa,Master's,Y,N,110206,1928,Midwest,Year,Y,> 100000
Asia,Bachelor's,Y,N,4227,1997,Northeast,Year,Y,> 100000
Asia,Master's,Y,N,57,1998,Midwest,Year,Y,50000-100000
Europe,Bachelor's,N,N,3671,2002,South,Year,Y,> 100000
Europe,Master's,Y,N,998,2000,South,Hour,Y,> 100000
South America,Master's,N,N,3194,1992,Midwest,Year,Y,50000-100000
Asia,High School,Y,Y,2889,2005,South,Year,Y,> 100000
Africa,Master's,Y,N,2043,1961,West,Year,Y,50000-100000
Asia,High School,Y,N,2929,1933,South,Hour,Y,> 100000
Asia,Master's,N,Y,2261,1985,Northeast,Year,Y,> 100000
Asia,High School,Y,N,1669,1968,West,Year,N,> 100000
Asia,Bachelor's,Y,N,3365,1928,South,Hour,Y,50000-100000
Asia,Bachelor's,Y,N,2979,2004,South,Year,Y,50000-100000
Asia,Bachelor's,N,N,2738,1994,Northeast,Year,Y,< 50000
Asia,High School,N,N,70702,2013,South,Year,Y,> 100000
Asia,High School,Y,N,1433,1987,Northeast,Year,Y,< 50000
Asia,High School,Y,N,1407,2004,Midwest,Year,Y,> 100000
Asia,Bachelor's,Y,N,2233,2008,Midwest,Year,Y,> 100000
Asia,Master's,Y,N,1839,1885,Northeast,Year,Y,50000-100000
Asia,Master's,Y,N,1385,2004,Northeast,Year,Y,< 50000
North America,Bachelor's,N,N,341,1998,West,Year,Y,50000-100000
Asia,Bachelor's,Y,N,2201,1996,South,Year,Y,50000-100000
North America,Master's,Y,N,248,1994,Northeast,Hour,Y,50000-100000
North America,Master's,N,N,3410,1863,Northeast,Hour,Y,50000-100000
Europe,Master's,Y,N,1458,1960,South,Year,Y,< 50000
Asia,Master's,N,N,3795,2006,Northeast,Hour,Y,> 100000
Asia,Master's,Y,N,1273,2006,Midwest,Year,Y,> 100000
North America,Master's,Y,N,4979,1998,Northeast,Year,Y,< 50000
Asia,Master's,Y,N,1248,1958,Midwest,Year,Y,< 50000
Europe,Bachelor's,Y,N,1185,1994,West,Year,Y,50000-100000
Asia,Master's,Y,N,47794,1989,South,Year,Y,< 50000
Asia,Bachelor's,N,N,2538,1969,West,Hour,Y,< 50000
Asia,Master's,N,N,227,1999,Northeast,Year,Y,< 50000
North America,Bachelor's,Y,N,629,2004,West,Year,Y,> 100000
Europe,Doctorate,N,N,270,2000,West,Year,Y,< 50000
Asia,High School,Y,N,1542,1982,Northeast,Year,Y,< 50000
Asia,Master's,Y,N,3208,2004,South,Year,Y,< 50000
Europe,High School,Y,N,2808,1858,South,Hour,Y,< 50000
North America,Bachelor's,N,N,672,2013,South,Year,Y,< 50000
Asia,Master's,N,N,2435,2007,Midwest,Year,N,> 100000
Europe,Master's,Y,N,2009,1933,Northeast,Year,Y,50000-100000
Asia,Bachelor's,Y,N,2752,2005,West,Year,Y,< 50000
Asia,Master's,Y,N,1708,1993,South,Year,N,50000-100000
Asia,Bachelor's,N,N,1904,1994,South,Year,Y,> 100000
Asia,Bachelor's,Y,N,1872,1926,West,Year,Y,50000-100000
Asia,Bachelor's,N,N,823,1982,South,Year,Y,< 50000
Asia,Bachelor's,Y,N,517,1949,South,Year,Y,< 50000
Asia,High School,Y,N,4365,1998,Island,Year,Y,> 100000
South America,Doctorate,Y,N,854,1996,South,Year,Y,50000-100000
Europe,Bachelor's,Y,N,1213,2002,South,Year,N,> 100000
Asia,High School,N,N,1481,2004,Midwest,Year,Y,< 50000
Asia,Master's,N,N,2432,1999,South,Hour,Y,50000-100000
North America,Bachelor's,Y,N,1157,2002,Northeast,Year,Y,< 50000
Asia,Master's,N,N,2116,1848,Midwest,Year,Y,> 100000
Asia,Bachelor's,N,N,1736,2002,West,Year,Y,> 100000
Asia,Bachelor's,N,N,539,2014,Northeast,Hour,Y,> 100000
North America,Bachelor's,Y,N,88326,2007,South,Year,Y,< 50000
Asia,Bachelor's,Y,N,3002,1905,South,Hour,Y,> 100000
North America,Doctorate,Y,N,1458,2011,South,Year,Y,< 50000
North America,High School,Y,N,179,1839,Northeast,Hour,Y,50000-100000
Europe,Doctorate,Y,N,2631,1998,Midwest,Year,Y,> 100000
Asia,Bachelor's,Y,N,437,1998,West,Year,Y,50000-100000
Asia,Master's,Y,N,82211,2006,South,Year,Y,> 100000
North America,Bachelor's,N,Y,674,1924,West,Year,Y,50000-100000
Europe,Master's,Y,N,1408,1978,South,Year,Y,< 50000
Europe,Bachelor's,Y,N,3265,1994,South,Year,Y,< 50000
Asia,Bachelor's,Y,N,2305,2003,West,Year,Y,< 50000
Asia,Master's,Y,N,330,2008,Midwest,Year,Y,< 50000
Asia,Bachelor's,N,N,1103,1967,West,Year,Y,50000-100000
Europe,Master's,N,N,77,2008,West,Year,Y,50000-100000
Asia,Bachelor's,Y,N,2246,1998,Midwest,Hour,Y,< 50000
South America,Master's,N,N,6951,1873,Midwest,Year,Y,> 100000
Asia,Master's,N,N,2589,1993,West,Year,N,< 50000
Asia,Master's,N,N,1284,1974,Midwest,Year,N,> 100000
Europe,Master's,Y,N,4694,1994,West,Year,Y,< 50000
Asia,Master's,Y,N,1691,2008,West,Year,Y,> 100000
North America,Bachelor's,Y,N,1398,1993,South,Hour,Y,> 100000
Asia,High School,Y,N,513,1886,Midwest,Year,Y,> 100000
Asia,Bachelor's,N,N,2079,2010,Northeast,Year,Y,> 100000
Asia,High School,Y,N,3089,1998,Midwest,Year,Y,50000-100000
Asia,Bachelor's,N,N,1729,2001,South,Year,Y,50000-100000
North America,Doctorate,Y,N,2316,2010,Midwest,Year,N,> 100000
South America,Master's,N,N,2169,1993,Northeast,Year,N,< 50000
North America,Bachelor's,N,N,2706,2006,Northeast,Hour,Y,< 50000
Asia,Master's,Y,N,2353,1997,Midwest,Year,Y,50000-100000
Asia,Master's,Y,N,2943,2001,Island,Year,Y,< 50000
Europe,High School,N,N,659,2009,West,Year,Y,50000-100000
South America,Master's,N,N,5973,2007,Northeast,Year,Y,50000-100000
North America,Bachelor's,Y,N,3940,2001,Northeast,Year,Y,< 50000
Asia,Bachelor's,Y,N,6362,2004,West,Year,Y,< 50000
Europe,Bachelor's,N,Y,971,1987,Midwest,Year,Y,50000-100000
Asia,Master's,N,N,210,1986,West,Year,N,50000-100000
Asia,High School,Y,N,1426,1999,Northeast,Year,Y,< 50000
Asia,High School,Y,N,767,1994,Northeast,Year,Y,< 50000
Asia,Master's,N,Y,795,1902,West,Year,Y,50000-100000
Asia,High School,Y,N,3041,1842,Northeast,Year,Y,> 100000
Asia,Bachelor's,Y,N,2373,2007,West,Year,Y,50000-100000
Europe,Doctorate,N,N,3824,1817,South,Year,Y,50000-100000
Asia,Master's,Y,N,906,2007,South,Year,N,> 100000
Asia,Bachelor's,Y,N,4079,2008,Midwest,Year,N,> 100000
Asia,Master's,Y,N,518,2002,Midwest,Year,N,> 100000
Asia,High School,Y,N,79,1874,South,Year,Y,> 100000
Asia,Bachelor's,Y,N,1204,1863,South,Year,N,50000-100000
Asia,Master's,N,N,2857,1946,Northeast,Year,N,> 100000
North America,Master's,Y,N,37432,1982,Northeast,Year,Y,< 50000
Europe,Doctorate,Y,N,1869,1946,Northeast,Year,Y,50000-100000
Asia,Bachelor's,N,N,2983,1957,Midwest,Year,Y,50000-100000
Asia,Bachelor's,Y,N,456,2009,Island,Year,Y,> 100000
Asia,Bachelor's,Y,N,1869,1984,Midwest,Year,N,> 100000
Asia,Bachelor's,N,N,4499,2008,Northeast,Year,Y,50000-100000
Asia,Bachelor's,Y,N,3232,2007,South,Year,N,50000-100000
Africa,Bachelor's,Y,N,1368,1963,Northeast,Hour,Y,50000-100000
Asia,Master's,Y,N,2227,2007,Northeast,Year,Y,< 50000
North America,Master's,N,N,1317,1817,South,Week,Y,< 50000
Africa,High School,N,Y,1834,2006,South,Year,Y,50000-100000
Europe,High School,Y,N,1963,1998,Northeast,Year,Y,< 50000
Asia,Master's,N,N,4587,1988,Northeast,Year,Y,50000-100000
Asia,Master's,N,N,2222,1865,Northeast,Hour,Y,> 100000
North America,High School,Y,N,3663,1978,Northeast,Year,Y,< 50000
Asia,High School,Y,N,667,2000,Northeast,Year,Y,50000-100000
Asia,Master's,Y,N,5084,2005,South,Year,N,50000-100000
Asia,Bachelor's,Y,N,727,2007,Northeast,Year,Y,> 100000
Asia,Master's,Y,N,188,1999,Midwest,Year,Y,50000-100000
Asia,High School,N,N,1213,2001,Midwest,Hour,Y,> 100000
Europe,Master's,Y,N,1656,2005,Northeast,Year,Y,> 100000
Africa,Master's,N,N,885,2009,Northeast,Year,Y,50000-100000
Asia,Master's,N,N,1744,1988,Northeast,Year,Y,50000-100000
Asia,Bachelor's,Y,N,4212,1968,Northeast,Year,Y,50000-100000
Europe,High School,Y,N,578,2008,West,Year,Y,< 50000
North America,Doctorate,Y,N,1015,2006,South,Year,Y,50000-100000
Asia,Master's,N,N,1573,1984,Midwest,Year,N,50000-100000
North America,High School,N,N,2084,1987,Northeast,Hour,Y,> 100000
Europe,Master's,Y,N,3955,1985,West,Year,Y,> 100000
North America,Master's,N,N,317,1997,Northeast,Week,Y,50000-100000
North America,Master's,N,N,1459,1971,South,Year,N,> 100000
Europe,Doctorate,N,N,2589,1996,Northeast,Year,Y,> 100000
Europe,Doctorate,N,N,4063,2007,West,Year,Y,< 50000
Asia,Bachelor's,N,N,1637,2007,West,Year,Y,< 50000
Asia,Doctorate,N,N,440,1997,Northeast,Year,Y,50000-100000
Europe,Doctorate,Y,Y,6543,1955,West,Year,Y,50000-100000
Asia,Master's,Y,N,913,1838,Midwest,Hour,Y,> 100000
Europe,Bachelor's,N,N,935,1986,Northeast,Hour,Y,50000-100000
Asia,Master's,Y,N,2680,1892,South,Hour,Y,> 100000
Asia,Master's,Y,N,541,1937,Northeast,Year,N,50000-100000
Asia,Bachelor's,Y,N,21,2000,West,Year,Y,50000-100000
Asia,Master's,Y,N,854,2003,Midwest,Year,Y,50000-100000
North America,Doctorate,Y,N,3039,1999,South,Year,Y,< 50000
Asia,Master's,Y,N,5463,2004,West,Year,Y,< 50000
Asia,Bachelor's,Y,N,2384,1839,Northeast,Year,Y,> 100000
North America,High School,N,N,2218,1975,South,Year,Y,> 100000
Asia,Master's,Y,Y,1918,1887,West,Year,Y,50000-100000
North America,Bachelor's,Y,N,6008,2014,South,Year,Y,50000-100000
Asia,Bachelor's,Y,Y,3698,1997,South,Year,Y,> 100000
Asia,Bachelor's,N,N,2953,1998,South,Year,Y,50000-100000
Asia,Bachelor's,Y,N,3667,1998,West,Year,Y,> 100000
Asia,Bachelor's,N,N,1325,2006,Northeast,Year,Y,< 50000
North America,Bachelor's,N,N,2432,1960,South,Year,Y,< 50000
North America,Doctorate,Y,N,776,1988,Northeast,Year,Y,> 100000
Asia,Bachelor's,Y,Y,530,1997,West,Year,Y,50000-100000
Asia,Bachelor's,N,N,3883,1978,West,Year,Y,50000-100000
Asia,Bachelor's,Y,N,44,1855,South,Year,Y,< 50000
South America,Bachelor's,N,N,962,1980,South,Hour,Y,50000-100000
Asia,Bachelor's,Y,N,1494,2010,West,Year,Y,> 100000
Asia,Bachelor's,N,Y,866,1969,South,Year,Y,< 50000
South America,Master's,Y,N,4410,2007,Island,Year,Y,< 50000
North America,Bachelor's,Y,Y,197,1976,Northeast,Month,Y,> 100000
Asia,Doctorate,N,N,2122,2013,Midwest,Year,Y,> 100000
Asia,Bachelor's,Y,N,2877,1984,West,Year,Y,< 50000
Europe,Doctorate,N,N,417,1838,West,Year,Y,< 50000
North America,Bachelor's,N,N,2649,1963,Northeast,Year,Y,< 50000
Asia,Bachelor's,Y,N,3901,2001,South,Year,Y,> 100000
Asia,Bachelor's,Y,N,4390,1983,South,Year,Y,50000-100000
Asia,Doctorate,N,N,1959,1998,South,Year,N,50000-100000
Asia,Master's,Y,N,3191,2011,Northeast,Year,N,> 100000
Asia,Bachelor's,Y,N,1286,1993,Northeast,Year,Y,50000-100000
Europe,Master's,N,N,9525,2010,South,Year,Y,> 100000
Asia,Bachelor's,N,N,2625,1975,Midwest,Year,Y,> 100000
North America,Master's,Y,N,604,2005,West,Year,Y,50000-100000
Asia,Master's,Y,N,1081,1981,South,Year,Y,< 50000
Asia,Master's,Y,N,1261,1975,Northeast,Year,Y,< 50000
Asia,Master's,Y,N,866,2012,Northeast,Year,Y,< 50000
Asia,Bachelor's,Y,N,2929,1992,Northeast,Year,Y,> 100000
Asia,Master's,N,N,3431,1992,Northeast,Year,N,> 100000
North America,Bachelor's,Y,N,3495,1817,Northeast,Year,Y,50000-100000
North America,Master's,Y,N,148,1977,Northeast,Year,Y,50000-100000
Asia,Bachelor's,Y,N,1020,1999,West,Year,Y,50000-100000
Asia,High School,N,N,3673,2009,South,Year,Y,50000-100000
Asia,Master's,N,N,3638,1957,South,Hour,Y,> 100000
Europe,Doctorate,Y,N,653,2013,West,Year,Y,50000-100000
Europe,Bachelor's,Y,N,2855,2013,West,Year,Y,< 50000
Asia,Bachelor's,Y,N,811,2000,Midwest,Year,Y,> 100000
Asia,Bachelor's,Y,N,78,1886,West,Year,Y,50000-100000
Africa,Master's,N,N,2691,2011,South,Year,Y,> 100000
Asia,Bachelor's,Y,N,5326,2005,Northeast,Year,Y,50000-100000
North America,High School,Y,N,3191,2003,Northeast,Hour,Y,< 50000
Asia,Master's,Y,N,3127,2000,West,Year,N,50000-100000
Asia,Doctorate,Y,N,5838,1934,West,Year,Y,< 50000
Asia,Bachelor's,Y,Y,292,1919,West,Year,Y,50000-100000
Europe,Master's,N,Y,1759,1928,Midwest,Year,Y,> 100000
Oceania,Doctorate,Y,N,2871,2009,South,Month,Y,50000-100000
Asia,Bachelor's,N,N,2025,1976,Northeast,Year,Y,< 50000
Asia,Bachelor's,N,Y,531,1911,Northeast,Year,Y,> 100000
Asia,Bachelor's,Y,N,3725,1993,Midwest,Year,Y,> 100000
Asia,Master's,Y,N,20890,1978,Northeast,Month,Y,< 50000
Asia,Master's,Y,N,712,1848,Midwest,Year,Y,50000-100000
Asia,Bachelor's,N,N,1703,2009,Northeast,Year,Y,< 50000
Asia,High School,N,N,61,1998,Midwest,Year,Y,> 100000
North America,Master's,N,N,2205,1977,Northeast,Hour,Y,> 100000
Asia,Bachelor's,N,N,4494,2007,South,Year,Y,> 100000
Asia,Bachelor's,Y,N,1114,2012,Northeast,Year,Y,< 50000
Asia,Doctorate,N,N,2380,2006,Midwest,Year,Y,> 100000
Asia,Master's,Y,N,1619,2004,Midwest,Year,Y,< 50000
Africa,Master's,Y,N,123482,1992,Northeast,Year,Y,50000-100000
Africa,Master's,Y,N,2531,1897,South,Year,N,50000-100000
Asia,Bachelor's,N,N,1073,2006,Northeast,Year,Y,50000-100000
Europe,Master's,N,N,132782,1993,Northeast,Year,Y,50000-100000
Asia,Master's,N,N,3807,1998,Northeast,Year,Y,> 100000
Asia,Bachelor's,N,N,1257,2007,Northeast,Year,Y,< 50000
Asia,Master's,Y,N,2271,2003,West,Year,N,< 50000
South America,High School,Y,N,10768,1946,Northeast,Hour,Y,< 50000
Asia,Master's,Y,N,1608,2009,Midwest,Year,Y,< 50000
Asia,Master's,N,N,2678,1998,Northeast,Year,N,> 100000
Asia,High School,Y,N,925,2013,Midwest,Year,Y,> 100000
Asia,Master's,Y,N,4150,1933,Midwest,Year,Y,50000-100000
Asia,Master's,Y,N,223,2006,Midwest,Year,N,> 100000
Asia,Bachelor's,Y,N,1355,1997,South,Year,Y,< 50000
Asia,Bachelor's,Y,N,346,1988,West,Year,Y,> 100000
Asia,Bachelor's,N,N,3267,2006,Midwest,Year,Y,> 100000
Asia,Bachelor's,Y,N,899,1954,South,Year,Y,> 100000
Asia,Master's,N,N,33013,2003,South,Year,Y,> 100000
Asia,Master's,N,N,295,2008,West,Year,Y,< 50000
Asia,Bachelor's,Y,N,4649,2000,South,Year,Y,> 100000
Africa,High School,N,N,4010,1983,Northeast,Year,Y,> 100000
Europe,Bachelor's,Y,N,524,1996,West,Year,Y,> 100000
North America,Bachelor's,Y,Y,838,1852,Midwest,Year,Y,> 100000
Oceania,Bachelor's,N,N,908,2005,Midwest,Week,Y,50000-100000
Europe,Bachelor's,N,N,3254,1998,South,Year,Y,> 100000
Asia,High School,N,Y,4118,2006,West,Year,Y,50000-100000
North America,Doctorate,Y,N,3863,1997,South,Year,Y,> 100000
Asia,Bachelor's,N,N,3481,1869,Northeast,Year,Y,50000-100000
Asia,Bachelor's,N,N,3207,1986,West,Year,Y,> 100000
Europe,High School,N,Y,3275,2006,West,Year,Y,50000-100000
Asia,Bachelor's,Y,N,2220,1973,Northeast,Year,Y,50000-100000
Asia,Master's,Y,Y,1737,2004,Midwest,Year,Y,< 50000
South America,Master's,N,Y,2744,2007,Northeast,Year,Y,> 100000
Asia,Bachelor's,Y,N,2904,2003,Northeast,Year,Y,< 50000
Asia,High School,N,N,2096,1908,Northeast,Year,Y,< 50000
Asia,Master's,N,Y,3268,2000,West,Year,Y,50000-100000
Asia,Bachelor's,N,N,4173,2006,West,Year,Y,50000-100000
North America,Master's,Y,N,2152,1996,Northeast,Year,Y,< 50000
Asia,Bachelor's,N,N,1183,2001,Northeast,Year,Y,50000-100000
South America,Master's,Y,N,1430,1847,Northeast,Year,Y,50000-100000
Asia,Master's,N,N,525,1906,Midwest,Year,Y,> 100000
North America,Bachelor's,N,N,2153,1980,South,Hour,Y,< 50000
Asia,Bachelor's,N,N,2948,2007,South,Hour,Y,50000-100000
Asia,Bachelor's,N,N,27,1991,West,Year,Y,> 100000
Asia,Master's,N,Y,1382,2010,South,Year,Y,< 50000
Asia,Bachelor's,Y,N,477,1985,West,Year,Y,> 100000
North America,Master's,Y,N,4546,2005,West,Year,Y,< 50000
Asia,Master's,N,N,1950,1937,West,Year,N,> 100000
Asia,Master's,Y,N,1694,1998,Midwest,Year,Y,> 100000
Asia,Master's,N,N,1495,1986,Midwest,Year,N,> 100000
Asia,Bachelor's,Y,N,4678,2000,Northeast,Year,Y,< 50000
Asia,High School,N,Y,62306,2008,West,Year,Y,> 100000
Asia,Bachelor's,N,N,239,2004,Midwest,Year,Y,50000-100000
Asia,Master's,N,Y,431,1915,South,Year,Y,> 100000
Asia,High School,Y,N,1044,1983,Midwest,Year,Y,> 100000
Asia,Bachelor's,Y,N,2590,2006,West,Hour,Y,50000-100000
Asia,Bachelor's,Y,N,327,2008,South,Year,Y,> 100000
Asia,Bachelor's,Y,N,3039,1998,Midwest,Year,Y,> 100000
Asia,Doctorate,Y,Y,698,1956,Midwest,Year,Y,> 100000
Asia,Master's,N,N,1777,1891,West,Year,Y,50000-100000
Asia,Master's,Y,N,1989,2004,Midwest,Year,Y,< 50000
Asia,Master's,N,N,3243,2008,South,Year,N,< 50000
Asia,Bachelor's,Y,N,4182,1996,West,Year,Y,50000-100000
Asia,Bachelor's,Y,N,4940,2008,Northeast,Year,Y,< 50000
Europe,Doctorate,Y,N,3969,2004,Midwest,Year,Y,50000-100000
North America,Bachelor's,Y,N,4659,2008,Midwest,Year,N,> 100000
North America,Bachelor's,N,N,915,1995,South,Year,N,> 100000
Europe,Bachelor's,N,N,2278,1995,Northeast,Year,Y,< 50000
Asia,Bachelor's,Y,N,394,2001,West,Year,Y,50000-100000
Europe,Doctorate,N,N,1919,1980,West,Year,Y,< 50000
Asia,Master's,N,N,3085,2010,Midwest,Year,Y,50000-100000
Asia,Bachelor's,Y,Y,449,2012,West,Year,Y,50000-100000
Europe,Doctorate,Y,N,3633,1978,Northeast,Year,Y,50000-100000
North America,Master's,Y,N,1218,1993,South,Year,Y,50000-100000
Asia,Master's,Y,N,5567,2004,Northeast,Year,Y,< 50000
North America,Master's,Y,N,2551,1940,South,Year,N,50000-100000
Asia,Master's,Y,N,4675,1995,West,Year,Y,50000-100000
Asia,High School,Y,N,4244,2003,Northeast,Year,Y,50000-100000
Asia,Master's,Y,N,1508,2005,Northeast,Year,N,> 100000
Asia,Master's,Y,Y,523,2014,West,Year,Y,> 100000
Asia,Bachelor's,N,N,2835,2009,Midwest,Year,Y,> 100000
Asia,Bachelor's,Y,N,2897,1905,Midwest,Year,Y,< 50000
Asia,Bachelor's,Y,N,287,1840,South,Hour,Y,> 100000
North America,Master's,Y,N,3371,1980,Midwest,Year,Y,< 50000
North America,Master's,Y,N,41193,1872,South,Year,Y,< 50000
North America,Master's,N,N,232,1984,South,Year,Y,50000-100000
Asia,Master's,N,N,1801,1995,Island,Year,Y,50000-100000
Oceania,Master's,N,N,1367,1936,South,Year,Y,50000-100000
Asia,Bachelor's,N,N,1633,1883,West,Year,Y,50000-100000
Asia,Master's,N,Y,2087,1928,South,Year,Y,> 100000
Asia,High School,Y,N,19331,2001,Midwest,Year,Y,< 50000
Europe,Bachelor's,Y,N,2735,1952,West,Year,Y,50000-100000
Asia,Master's,Y,N,555,1981,Northeast,Year,Y,> 100000
North America,Master's,N,N,2019,1957,West,Hour,Y,> 100000
Asia,Master's,Y,N,2895,2006,South,Year,Y,< 50000
North America,Master's,N,N,675,1997,South,Year,Y,< 50000
Asia,Doctorate,N,N,2956,2003,South,Year,N,> 100000
South America,High School,N,N,2554,2005,Midwest,Year,Y,> 100000
Europe,High School,Y,Y,964,2004,South,Year,Y,> 100000
Asia,High School,Y,N,3420,1948,Northeast,Year,Y,< 50000
Africa,Master's,N,N,863,2005,West,Year,Y,50000-100000
Asia,Bachelor's,Y,N,1901,1908,Island,Year,Y,> 100000
Asia,Master's,N,N,1991,1976,Northeast,Year,Y,50000-100000
Asia,Bachelor's,Y,N,1419,1855,Northeast,Year,Y,< 50000
Asia,Bachelor's,N,N,1574,2012,South,Year,Y,< 50000
Asia,Bachelor's,Y,N,3925,1948,South,Year,Y,> 100000
Asia,Master's,N,N,3899,1995,South,Year,N,> 100000
Asia,Master's,Y,N,2579,1998,South,Year,Y,50000-100000
South America,Master's,Y,Y,4329,1999,Northeast,Year,Y,< 50000
Europe,Bachelor's,Y,Y,2800,1999,Northeast,Year,Y,50000-100000
Asia,Master's,Y,Y,1741,1998,South,Year,Y,< 50000
Africa,Master's,Y,N,2960,1998,South,Year,Y,< 50000
Asia,Bachelor's,N,N,1272,2011,Northeast,Year,Y,> 100000
Asia,Master's,N,N,5227,1854,West,Year,N,50000-100000
Asia,Bachelor's,N,N,2301,1885,Northeast,Year,Y,< 50000
Asia,Master's,Y,N,3217,1986,South,Year,Y,< 50000
Asia,Master's,Y,N,3924,1957,Northeast,Year,N,50000-100000
Asia,Bachelor's,Y,N,717,1998,Northeast,Year,Y,> 100000
Europe,High School,N,N,20237,1970,Northeast,Year,Y,< 50000
Asia,Bachelor's,N,N,4621,1930,Northeast,Year,Y,> 100000
Asia,Bachelor's,Y,N,791,2004,Midwest,Year,Y,50000-100000
Asia,Bachelor's,N,N,1614,2007,West,Year,Y,> 100000
Asia,Master's,Y,N,3464,1993,South,Year,N,> 100000
Asia,High School,N,N,610,2000,South,Year,N,50000-100000
Asia,Master's,Y,Y,1436,1908,South,Year,Y,> 100000
Europe,Master's,Y,N,1499,2013,South,Year,Y,< 50000
Asia,Bachelor's,Y,N,3098,2005,Northeast,Year,Y,< 50000
North America,Bachelor's,N,N,2644,1979,West,Year,Y,< 50000
Asia,Bachelor's,N,N,392,1975,Midwest,Year,Y,> 100000
Oceania,Bachelor's,N,N,2004,2014,Midwest,Year,Y,< 50000
Asia,Bachelor's,N,N,396,2004,West,Year,Y,> 100000
Asia,High School,Y,N,3020,2001,South,Year,Y,> 100000
Asia,Bachelor's,N,Y,1444,1989,West,Year,Y,> 100000
Asia,Master's,N,N,1061,1999,Midwest,Year,N,50000-100000
Asia,Bachelor's,Y,N,2608,1999,South,Year,Y,< 50000
Asia,Master's,Y,N,2696,1990,South,Year,N,50000-100000
Asia,Bachelor's,N,Y,12587,1990,Northeast,Year,Y,< 50000
Europe,Bachelor's,Y,N,2381,2012,West,Year,Y,< 50000
North America,Master's,N,N,1438,1946,South,Year,Y,< 50000
Asia,Master's,Y,N,776,2006,West,Year,Y,> 100000
Asia,Bachelor's,Y,N,1547,1998,Northeast,Hour,Y,> 100000
Asia,Master's,Y,N,3540,1987,South,Year,Y,50000-100000
Asia,High School,Y,N,2449,1992,West,Year,Y,< 50000
Asia,Bachelor's,N,N,3497,1984,Midwest,Hour,Y,> 100000
